Date,S&P North American Technology Sector Index (TR),S&P North American Technology Sector Index,,,,,,,
5/16/19,565.63,866.43,,,,,,,
5/17/19,559.47,856.99,,,,,,,
5/20/19,550.45,843.16,,,,,,,
5/21/19,556.57,852.52,,,,,,,
5/22/19,554.67,849.58,,,,,,,
5/23/19,544.29,833.65,,,,,,,
5/24/19,544.87,834.54,,,,,,,
5/28/19,544.76,834.37,,,,,,,
5/29/19,540.44,827.74,,,,,,,
5/30/19,542.82,831.31,,,,,,,
5/31/19,533.91,817.65,,,,,,,
6/3/19,519.34,795.35,,,,,,,
6/4/19,535.03,819.35,,,,,,,
6/5/19,540.3,827.35,,,,,,,
6/6/19,544.93,834.42,,,,,,,
6/7/19,555.53,850.66,,,,,,,
6/10/19,562.35,861.1,,,,,,,
6/11/19,562.41,861.13,,,,,,,
6/12/19,559.51,856.68,,,,,,,
6/13/19,562.1,860.56,,,,,,,
6/14/19,558.48,855.01,,,,,,,
6/17/19,561.27,859.28,,,,,,,
6/18/19,569.03,871.14,,,,,,,
6/19/19,571.6,875.07,,,,,,,
6/20/19,578.42,885.52,,,,,,,
6/21/19,576.5,882.46,,,,,,,
6/24/19,576.27,882.11,,,,,,,
6/25/19,565.48,865.59,,,,,,,
6/26/19,569.53,871.77,,,,,,,
6/27/19,572.24,875.9,,,,,,,
6/28/19,574.17,878.86,,,,,,,
7/1/19,581.86,890.63,,,,,,,
7/2/19,584.22,894.25,,,,,,,
7/3/19,588.45,900.53,,,,,,,
7/5/19,588.15,900.07,,,,,,,
7/8/19,584.07,893.79,,,,,,,
7/9/19,588.23,900.14,,,,,,,
7/10/19,593.37,908.01,,,,,,,
7/11/19,594.24,909.34,,,,,,,
7/12/19,598.81,916.32,,,,,,,
7/15/19,600.52,918.94,,,,,,,
7/16/19,596.28,912.39,,,,,,,
7/17/19,594.41,909.53,,,,,,,
7/18/19,597.12,913.67,,,,,,,
7/19/19,592.77,907.02,,,,,,,
7/22/19,599.25,916.93,,,,,,,
7/23/19,602.14,921.35,,,,,,,
7/24/19,607.25,929.18,,,,,,,
7/25/19,602.06,921.23,,,,,,,
7/26/19,609.74,932.98,,,,,,,
7/29/19,606.71,928.34,,,,,,,
7/30/19,602.88,922.4,,,,,,,
7/31/19,594.61,909.72,,,,,,,
8/1/19,591.45,904.89,,,,,,,
8/2/19,580.79,888.58,,,,,,,
8/5/19,557.9,853.56,,,,,,,
8/6/19,566.07,865.9,,,,,,,
8/7/19,569.57,871.24,,,,,,,
8/8/19,584.11,893.31,,,,,,,
8/9/19,576.77,881.8,,,,,,,
8/12/19,569.22,870.25,,,,,,,
8/13/19,581.51,889.04,,,,,,,
8/14/19,563.02,860.49,,,,,,,
8/15/19,563.36,860.97,,,,,,,
8/16/19,572.37,874.73,,,,,,,
8/19/19,580.46,887.1,,,,,,,
8/20/19,577.14,882.02,,,,,,,
8/21/19,583.7,892.01,,,,,,,
8/22/19,581.85,889.15,,,,,,,
8/23/19,564.01,861.88,,,,,,,
8/26/19,571.14,872.76,,,,,,,
8/27/19,570.41,871.64,,,,,,,
8/28/19,570.88,872.34,,,,,,,
8/29/19,580.52,887.03,,,,,,,
8/30/19,579.97,886.16,,,,,,,
9/3/19,573.36,876.05,,,,,,,
9/4/19,582.62,890.19,,,,,,,
9/5/19,594.96,909.04,,,,,,,
9/6/19,592.95,905.97,,,,,,,
9/9/19,589.34,900.45,,,,,,,
9/10/19,586.19,895.58,,,,,,,
9/11/19,591.82,904.11,,,,,,,
9/12/19,594.91,908.74,,,,,,,
9/13/19,592.11,904.44,,,,,,,
9/16/19,590.37,901.78,,,,,,,
9/17/19,592.57,905.14,,,,,,,
9/18/19,592.15,904.49,,,,,,,
9/19/19,593.46,906.49,,,,,,,
9/20/19,587.91,897.9,,,,,,,
9/23/19,587.88,897.85,,,,,,,
9/24/19,579.4,884.88,,,,,,,
9/25/19,586.95,896.41,,,,,,,
9/26/19,585.45,894.12,,,,,,,
9/27/19,577.11,881.38,,,,,,,
9/30/19,581.77,888.47,,,,,,,
10/1/19,576.63,880.62,,,,,,,
10/2/19,566.32,864.87,,,,,,,
10/3/19,574.03,876.44,,,,,,,
10/4/19,582.91,890.01,,,,,,,
10/7/19,580.72,886.67,,,,,,,
10/8/19,569.75,869.88,,,,,,,
10/9/19,577.2,881.17,,,,,,,
10/10/19,579.71,884.99,,,,,,,
10/11/19,588.12,897.83,,,,,,,
10/14/19,587.81,897.36,,,,,,,
10/15/19,595.92,909.74,,,,,,,
10/16/19,592.13,903.9,,,,,,,
10/17/19,592.52,904.49,,,,,,,
10/18/19,585.38,893.59,,,,,,,
10/21/19,591.49,902.92,,,,,,,
10/22/19,582.78,889.63,,,,,,,
10/23/19,584.06,891.58,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Source: S&P Dow Jones Indices LLC.

The launch date of the S&P North American Technology Sector Index was May 4, 2007.

All information presented prior to the index launch date is back-tested. Back-tested performance is not actual performance, but is hypothetical. The back-test calculations are based on the same methodology that was in effect when the index was officially launched. Past performance is not an indication or guarantee of future results.  Please see the Performance Disclosure at http://www.spindices.com/regulatory-affairs-disclaimers/ for more information regarding the inherent limitations associated with back-tested performance.

Copyright © 2019 S&P Dow Jones Indices LLC. All rights reserved. Redistribution or reproduction in whole or in part are prohibited without written permission. STANDARD & POOR’S and S&P are registered trademarks of Standard & Poor’s Financial Services LLC (“S&P”); DOW JONES is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”); and these trademarks have been licensed for use by S&P Dow Jones Indices LLC. S&P Dow Jones Indices LLC, Dow Jones, S&P and their respective affiliates (“S&P Dow Jones Indices”) and third party licensors makes no representation or warranty, express or implied, as to the ability of any index to accurately represent the asset class or market sector that it purports to represent and S&P Dow Jones Indices and its third party licensors shall have no liability for any errors, omissions, or interruptions of any index or the data included therein. Past performance of an index is not an indication or guarantee of future results. This document does not constitute an offer of any services. Except for certain custom index calculation services, all information provided by S&P Dow Jones Indices is general in nature and not tailored to the needs of any person, entity or group of persons. S&P Dow Jones Indices receives compensation in connection with licensing its indices to third parties and providing custom calculation services. It is not possible to invest directly in an index. Exposure to an asset class represented by an index may be available through investable instruments offered by third parties that are based on that index. S&P Dow Jones Indices does not sponsor, endorse, sell, promote or manage any investment fund or other investment product or vehicle that seeks to provide an investment return based on the performance of any Index. S&P Dow Jones Indices LLC is not an investment or tax advisor. S&P Dow Jones Indices makes no representation regarding the advisability of investing in any such investment fund or other investment product or vehicle. A tax advisor should be consulted to evaluate the impact of any tax-exempt securities on portfolios and the tax consequences of making any particular investment decision. Credit-related information and other analyses, including ratings, are generally provided by licensors and/or affiliates of S&P Dow Jones Indices. Any credit-related information and other related analyses and statements are opinions as of the date they are expressed and are not statements of fact. S&P Dow Jones Indices LLC is analytically separate and independent from any other analytical department. For more information on any of our indices please visit www.spdji.com.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
