Date,S&P 500 Information Technology (Sector) (TR),S&P 500 Information Technology (Sector) (Net TR),S&P 500 Information Technology (Sector),,,,,,
10/18/16,945.71,196.61,799.08,,,,,,
10/19/16,946.04,196.66,799.21,,,,,,
10/20/16,943.84,196.21,797.35,,,,,,
10/21/16,949.25,197.33,801.93,,,,,,
10/24/16,960.79,199.73,811.68,,,,,,
10/25/16,957.42,199.03,808.82,,,,,,
10/26/16,952.33,197.97,804.52,,,,,,
10/27/16,948.1,197.09,800.95,,,,,,
10/28/16,947.79,197.02,800.66,,,,,,
10/31/16,947.77,197.02,800.64,,,,,,
11/1/16,940.01,195.41,794.08,,,,,,
11/2/16,933.66,194.09,788.71,,,,,,
11/3/16,925.48,192.31,780.84,,,,,,
11/4/16,921.79,191.55,777.71,,,,,,
11/7/16,943.29,196.02,795.85,,,,,,
11/8/16,948.01,196.98,799.59,,,,,,
11/9/16,945.74,196.51,797.67,,,,,,
11/10/16,930.7,193.38,784.97,,,,,,
11/11/16,935.12,194.3,788.69,,,,,,
11/14/16,919.11,190.97,775.19,,,,,,
11/15/16,931.95,193.59,785.35,,,,,,
11/16/16,940.66,195.39,792.6,,,,,,
11/17/16,947.22,196.75,798.1,,,,,,
11/18/16,945.1,196.31,796.32,,,,,,
11/21/16,955.18,198.41,804.81,,,,,,
11/22/16,956.39,198.65,805.78,,,,,,
11/23/16,951.41,197.62,801.57,,,,,,
11/25/16,954.98,198.36,804.58,,,,,,
11/28/16,954.27,198.2,803.83,,,,,,
11/29/16,955.96,198.55,805.24,,,,,,
11/30/16,944.89,196.25,795.89,,,,,,
12/1/16,923.28,191.76,777.69,,,,,,
12/2/16,927.3,192.6,781.07,,,,,,
12/5/16,936.89,194.59,789.15,,,,,,
12/6/16,938.68,194.96,790.66,,,,,,
12/7/16,956.54,198.67,805.65,,,,,,
12/8/16,959.94,199.37,808.51,,,,,,
12/9/16,966.67,200.77,814.17,,,,,,
12/12/16,963.01,200,811,,,,,,
12/13/16,974.89,202.47,820.98,,,,,,
12/14/16,972.57,201.98,818.93,,,,,,
12/15/16,976.01,202.69,821.81,,,,,,
12/16/16,968.67,201.17,815.63,,,,,,
12/19/16,974.66,202.41,820.64,,,,,,
12/20/16,977.77,203.05,823.25,,,,,,
12/21/16,976.03,202.69,821.78,,,,,,
12/22/16,973.03,202.07,819.26,,,,,,
12/23/16,973.72,202.21,819.84,,,,,,
12/27/16,978.06,203.12,823.5,,,,,,
12/28/16,969.54,201.34,816.3,,,,,,
12/29/16,969.16,201.26,815.97,,,,,,
12/30/16,959.63,199.29,807.95,,,,,,
1/3/17,968.26,201.07,815.12,,,,,,
1/4/17,972.01,201.83,818.01,,,,,,
1/5/17,974.15,202.27,819.77,,,,,,
1/6/17,983.48,204.21,827.6,,,,,,
1/9/17,985.4,204.6,829.21,,,,,,
1/10/17,984.66,204.45,828.59,,,,,,
1/11/17,991.12,205.79,834.03,,,,,,
1/12/17,988.41,205.23,831.75,,,,,,
1/13/17,991.1,205.79,834.02,,,,,,
1/17/17,987.57,205.06,831.04,,,,,,
1/18/17,990.8,205.73,833.76,,,,,,
1/19/17,988.31,205.21,831.66,,,,,,
1/20/17,993.42,206.27,835.97,,,,,,
1/23/17,994.05,206.4,836.5,,,,,,
1/24/17,1004.29,208.53,845.11,,,,,,
1/25/17,1015.06,210.76,854.17,,,,,,
1/26/17,1012.94,210.32,852.39,,,,,,
1/27/17,1016.41,211.04,855.21,,,,,,
1/30/17,1008.11,209.31,848.2,,,,,,
1/31/17,1001.98,208.04,843.03,,,,,,
2/1/17,1009.5,209.6,849.35,,,,,,
2/2/17,1009.74,209.65,849.56,,,,,,
2/3/17,1016.93,211.12,855.35,,,,,,
2/6/17,1018.37,211.42,856.55,,,,,,
2/7/17,1022.56,212.29,860.08,,,,,,
2/8/17,1024.56,212.69,861.51,,,,,,
2/9/17,1028.22,213.4,863.97,,,,,,
2/10/17,1030.49,213.87,865.88,,,,,,
2/13/17,1037.2,215.26,871.5,,,,,,
2/14/17,1040.9,215.99,873.98,,,,,,
2/15/17,1045.11,216.85,877.44,,,,,,
2/16/17,1047.33,217.31,879.29,,,,,,
2/17/17,1049.97,217.86,881.48,,,,,,
2/21/17,1055.45,219,886.09,,,,,,
2/22/17,1057.26,219.36,887.51,,,,,,
2/23/17,1056.07,219.12,886.52,,,,,,
2/24/17,1058.2,219.56,888.27,,,,,,
2/27/17,1057.67,219.44,887.66,,,,,,
2/28/17,1053.37,218.54,884.05,,,,,,
3/1/17,1068.92,221.77,897.1,,,,,,
3/2/17,1061.72,220.28,891.06,,,,,,
3/3/17,1063.72,220.69,892.74,,,,,,
3/6/17,1062.05,220.34,891.28,,,,,,
3/7/17,1063.6,220.66,892.58,,,,,,
3/8/17,1064.74,220.89,893.48,,,,,,
3/9/17,1064.11,220.76,892.96,,,,,,
3/10/17,1069.62,221.91,897.57,,,,,,
3/13/17,1070.91,222.17,898.61,,,,,,
3/14/17,1068.18,221.61,896.32,,,,,,
3/15/17,1074.65,222.94,901.71,,,,,,
3/16/17,1077.24,223.48,903.8,,,,,,
3/17/17,1077.94,223.62,904.38,,,,,,
3/20/17,1079.1,223.86,905.31,,,,,,
3/21/17,1063.2,220.56,891.97,,,,,,
3/22/17,1071.66,222.31,899.07,,,,,,
3/23/17,1068.2,221.6,896.17,,,,,,
3/24/17,1068.73,221.71,896.61,,,,,,
3/27/17,1069.83,221.93,897.53,,,,,,
3/28/17,1077.53,223.53,903.95,,,,,,
3/29/17,1079.79,223.99,905.81,,,,,,
3/30/17,1081.36,224.32,907.12,,,,,,
3/31/17,1080.27,224.09,906.21,,,,,,
4/3/17,1078.69,223.77,904.89,,,,,,
4/4/17,1078.97,223.8,904.82,,,,,,
4/5/17,1075.6,223.1,901.95,,,,,,
4/6/17,1075.13,223,901.54,,,,,,
4/7/17,1074.41,222.85,900.93,,,,,,
4/10/17,1072.93,222.54,899.57,,,,,,
4/11/17,1068.41,221.59,895.64,,,,,,
4/12/17,1064.15,220.7,892.07,,,,,,
4/13/17,1060.12,219.87,888.68,,,,,,
4/17/17,1070.43,222.01,897.33,,,,,,
4/18/17,1069.61,221.84,896.64,,,,,,
4/19/17,1068.78,221.66,895.94,,,,,,
4/20/17,1079.22,223.83,904.7,,,,,,
4/21/17,1079.15,223.82,904.64,,,,,,
4/24/17,1093.17,226.72,916.39,,,,,,
4/25/17,1100,228.14,922.11,,,,,,
4/26/17,1097.13,227.54,919.71,,,,,,
4/27/17,1103.86,228.93,925.25,,,,,,
4/28/17,1107.54,229.69,928.33,,,,,,
5/1/17,1116.91,231.64,936.19,,,,,,
5/2/17,1120.32,232.34,939.04,,,,,,
5/3/17,1119.13,232.08,937.79,,,,,,
5/4/17,1119.44,232.14,938.05,,,,,,
5/5/17,1122.94,232.87,940.98,,,,,,
5/8/17,1127.99,233.89,944.92,,,,,,
5/9/17,1129.7,234.25,946.36,,,,,,
5/10/17,1134.03,235.15,949.98,,,,,,
5/11/17,1133.15,234.91,948.56,,,,,,
5/12/17,1136.78,235.67,951.57,,,,,,
5/15/17,1143.12,236.98,956.88,,,,,,
5/16/17,1149.51,238.26,961.62,,,,,,
5/17/17,1117.46,231.61,934.74,,,,,,
5/18/17,1124.01,232.97,940.2,,,,,,
5/19/17,1129.62,234.13,944.86,,,,,,
5/22/17,1140.36,236.35,953.85,,,,,,
5/23/17,1141.31,236.55,954.61,,,,,,
5/24/17,1146.79,237.68,959.16,,,,,,
5/25/17,1155.77,239.54,966.67,,,,,,
5/26/17,1156.13,239.6,966.77,,,,,,
5/30/17,1159.73,240.35,969.77,,,,,,
5/31/17,1156.24,239.62,966.84,,,,,,
6/1/17,1159.53,240.3,969.59,,,,,,
6/2/17,1171.6,242.81,979.69,,,,,,
6/5/17,1172.49,242.99,980.4,,,,,,
6/6/17,1170.35,242.55,978.62,,,,,,
6/7/17,1173.59,243.21,981.24,,,,,,
6/8/17,1177.75,244.07,984.72,,,,,,
6/9/17,1145.55,237.4,957.79,,,,,,
6/12/17,1136.31,235.48,949.99,,,,,,
6/13/17,1146.01,237.49,958.08,,,,,,
6/14/17,1139.99,236.24,953.01,,,,,,
6/15/17,1134.62,235.12,948.43,,,,,,
6/16/17,1132.52,234.68,946.68,,,,,,
6/19/17,1151.34,238.58,962.37,,,,,,
6/20/17,1142.37,236.72,954.87,,,,,,
6/21/17,1150.06,238.31,961.3,,,,,,
6/22/17,1150.6,238.43,961.75,,,,,,
6/23/17,1158.29,240.02,968.18,,,,,,
6/26/17,1151.43,238.6,962.45,,,,,,
6/27/17,1132.22,234.62,946.39,,,,,,
6/28/17,1147.24,237.73,958.9,,,,,,
6/29/17,1126.21,233.37,941.33,,,,,,
6/30/17,1124.96,233.11,940.28,,,,,,
7/3/17,1115.4,231.13,932.29,,,,,,
7/5/17,1127.4,233.59,941.97,,,,,,
7/6/17,1117.73,231.59,933.87,,,,,,
7/7/17,1131.73,234.49,945.57,,,,,,
7/10/17,1140.96,236.4,953.28,,,,,,
7/11/17,1145.01,237.24,956.67,,,,,,
7/12/17,1160,240.34,969.19,,,,,,
7/13/17,1163.83,241.14,972.39,,,,,,
7/14/17,1174.23,243.29,981.08,,,,,,
7/17/17,1174.9,243.42,981.52,,,,,,
7/18/17,1181.2,244.73,986.79,,,,,,
7/19/17,1187.78,246.09,992.29,,,,,,
7/20/17,1188.29,246.2,992.71,,,,,,
7/21/17,1187.4,246.01,991.97,,,,,,
7/24/17,1190.41,246.63,994.48,,,,,,
7/25/17,1188.32,246.2,992.74,,,,,,
7/26/17,1190.7,246.7,994.72,,,,,,
7/27/17,1181.04,244.69,986.55,,,,,,
7/28/17,1180.02,244.47,985.67,,,,,,
7/31/17,1173.71,243.17,980.4,,,,,,
8/1/17,1179.89,244.45,985.56,,,,,,
8/2/17,1185.63,245.63,990.35,,,,,,
8/3/17,1181.83,244.83,986.91,,,,,,
8/4/17,1185.01,245.49,989.57,,,,,,
8/7/17,1191.95,246.92,995.36,,,,,,
8/8/17,1190.71,246.65,994.04,,,,,,
8/9/17,1191.1,246.73,994.37,,,,,,
8/10/17,1165.91,241.46,972.66,,,,,,
8/11/17,1174.64,243.27,979.93,,,,,,
8/14/17,1193.46,247.16,995.63,,,,,,
8/15/17,1196.94,247.84,997.92,,,,,,
8/16/17,1200.16,248.5,1000.54,,,,,,
8/17/17,1176.41,243.58,980.72,,,,,,
8/18/17,1175.86,243.46,980.24,,,,,,
8/21/17,1175.16,243.32,979.66,,,,,,
8/22/17,1192.32,246.87,993.9,,,,,,
8/23/17,1190.15,246.42,992.07,,,,,,
8/24/17,1188.69,246.12,990.85,,,,,,
8/25/17,1187.42,245.85,989.79,,,,,,
8/28/17,1190.88,246.55,992.49,,,,,,
8/29/17,1195.84,247.58,996.6,,,,,,
8/30/17,1205.85,249.65,1004.93,,,,,,
8/31/17,1214.49,251.44,1012.14,,,,,,
9/1/17,1213.95,251.33,1011.68,,,,,,
9/5/17,1203.15,249.09,1002.68,,,,,,
9/6/17,1205.35,249.55,1004.51,,,,,,
9/7/17,1211.58,250.83,1009.61,,,,,,
9/8/17,1201.15,248.67,1000.91,,,,,,
9/11/17,1219.19,252.41,1015.94,,,,,,
9/12/17,1220.9,252.75,1017.29,,,,,,
9/13/17,1218.98,252.36,1015.68,,,,,,
9/14/17,1214.49,251.42,1011.9,,,,,,
9/15/17,1218.14,252.18,1014.92,,,,,,
9/18/17,1217.85,252.11,1014.6,,,,,,
9/19/17,1222.46,253.06,1018.4,,,,,,
9/20/17,1216.62,251.85,1013.53,,,,,,
9/21/17,1209.41,250.36,1007.52,,,,,,
9/22/17,1210.17,250.52,1008.16,,,,,,
9/25/17,1192.94,246.95,993.8,,,,,,
9/26/17,1197.66,247.93,997.74,,,,,,
9/27/17,1211.34,250.76,1009.13,,,,,,
9/28/17,1213.12,251.13,1010.57,,,,,,
9/29/17,1222.21,253.01,1018.15,,,,,,
10/2/17,1223.16,253.2,1018.94,,,,,,
10/3/17,1225.87,253.77,1021.2,,,,,,
10/4/17,1224.41,253.44,1019.69,,,,,,
10/5/17,1237.41,256.13,1030.46,,,,,,
10/6/17,1241.03,256.88,1033.46,,,,,,
10/9/17,1244.01,257.49,1035.93,,,,,,
10/10/17,1244.64,257.61,1036.34,,,,,,
10/11/17,1250.48,258.82,1041.21,,,,,,
10/12/17,1251,258.93,1041.64,,,,,,
10/13/17,1257.53,260.28,1047.08,,,,,,
10/16/17,1262.19,261.25,1050.95,,,,,,
10/17/17,1261.86,261.18,1050.68,,,,,,
10/18/17,1265.84,261.99,1053.83,,,,,,
10/19/17,1261.46,261.08,1050.18,,,,,,
10/20/17,1269.99,262.85,1057.29,,,,,,
10/23/17,1264.87,261.79,1053.02,,,,,,
10/24/17,1269.38,262.72,1056.78,,,,,,
10/25/17,1265.1,261.84,1053.21,,,,,,
10/26/17,1269.46,262.74,1056.84,,,,,,
10/27/17,1306.4,270.38,1087.6,,,,,,
10/30/17,1311.84,271.5,1092,,,,,,
10/31/17,1317.02,272.57,1096.28,,,,,,
11/1/17,1317.98,272.77,1097.08,,,,,,
11/2/17,1319.44,273.07,1098.29,,,,,,
11/3/17,1330.68,275.4,1107.65,,,,,,
11/6/17,1335.6,276.4,1111.49,,,,,,
11/7/17,1337.11,276.71,1112.74,,,,,,
11/8/17,1343.67,278.07,1118.2,,,,,,
11/9/17,1332.55,275.75,1108.69,,,,,,
11/10/17,1332.13,275.61,1107.67,,,,,,
11/13/17,1331.95,275.57,1107.52,,,,,,
11/14/17,1329.81,275.13,1105.7,,,,,,
11/15/17,1319.37,272.91,1096.33,,,,,,
11/16/17,1336.99,276.55,1110.89,,,,,,
11/17/17,1328.09,274.71,1103.47,,,,,,
11/20/17,1331.82,275.48,1106.54,,,,,,
11/21/17,1347.73,278.77,1119.76,,,,,,
11/22/17,1344.35,278.07,1116.88,,,,,,
11/24/17,1351.64,279.57,1122.93,,,,,,
11/27/17,1351.49,279.54,1122.81,,,,,,
11/28/17,1354.15,280.08,1124.85,,,,,,
11/29/17,1319.5,272.91,1096.05,,,,,,
11/30/17,1332.16,275.53,1106.52,,,,,,
12/1/17,1324.59,273.96,1100.23,,,,,,
12/4/17,1298.98,268.67,1078.97,,,,,,
12/5/17,1301.71,269.23,1081.2,,,,,,
12/6/17,1311.51,271.25,1089.34,,,,,,
12/7/17,1320.09,273.02,1096.41,,,,,,
12/8/17,1325.7,274.19,1101.07,,,,,,
12/11/17,1336.49,276.42,1110.03,,,,,,
12/12/17,1333.05,275.7,1107.11,,,,,,
12/13/17,1333.64,275.82,1107.59,,,,,,
12/14/17,1332.66,275.62,1106.74,,,,,,
12/15/17,1349.17,279.03,1120.43,,,,,,
12/18/17,1359.55,281.17,1128.9,,,,,,
12/19/17,1352.4,279.68,1122.93,,,,,,
12/20/17,1351.16,279.43,1121.89,,,,,,
12/21/17,1347.25,278.62,1118.65,,,,,,
12/22/17,1346.24,278.41,1117.81,,,,,,
12/26/17,1336.87,276.47,1110.03,,,,,,
12/27/17,1339.04,276.92,1111.83,,,,,,
12/28/17,1340.49,277.22,1112.99,,,,,,
12/29/17,1332.28,275.52,1106.18,,,,,,
1/2/18,1351.11,279.41,1121.81,,,,,,
1/3/18,1365.78,282.45,1133.99,,,,,,
1/4/18,1372.67,283.85,1139.4,,,,,,
1/5/18,1388.82,287.19,1152.81,,,,,,
1/8/18,1393.94,288.25,1157.02,,,,,,
1/9/18,1390.51,287.53,1154.03,,,,,,
1/10/18,1386.19,286.63,1150.45,,,,,,
1/11/18,1392.81,288,1155.94,,,,,,
1/12/18,1401.25,289.75,1162.94,,,,,,
1/16/18,1395.44,288.54,1158.12,,,,,,
1/17/18,1417.48,293.1,1176.42,,,,,,
1/18/18,1419.93,293.61,1178.45,,,,,,
1/19/18,1422.13,294.06,1180.28,,,,,,
1/22/18,1434.47,296.61,1190.51,,,,,,
1/23/18,1443.67,298.52,1198.14,,,,,,
1/24/18,1430.56,295.81,1187.27,,,,,,
1/25/18,1427.13,295.1,1184.42,,,,,,
1/26/18,1450.58,299.95,1203.88,,,,,,
1/29/18,1437.95,297.33,1193.4,,,,,,
1/30/18,1423.44,294.32,1181.23,,,,,,
1/31/18,1433.9,296.49,1189.88,,,,,,
2/1/18,1433.48,296.4,1189.53,,,,,,
2/2/18,1391.02,287.62,1154.3,,,,,,
2/5/18,1334.97,276.03,1107.78,,,,,,
2/6/18,1372.94,283.86,1138.99,,,,,,
2/7/18,1354.1,279.96,1123.36,,,,,,
2/8/18,1297.26,268.19,1075.94,,,,,,
2/9/18,1330.82,275.08,1103.12,,,,,,
2/12/18,1354.67,280.01,1122.89,,,,,,
2/13/18,1358.29,280.76,1125.89,,,,,,
2/14/18,1385.62,286.36,1147.85,,,,,,
2/15/18,1412.03,291.81,1169.66,,,,,,
2/16/18,1409.34,291.25,1167.43,,,,,,
2/20/18,1412.89,291.98,1170.33,,,,,,
2/21/18,1404.53,290.25,1163.35,,,,,,
2/22/18,1405.77,290.5,1164.32,,,,,,
2/23/18,1436.31,296.81,1189.61,,,,,,
2/26/18,1458.97,301.5,1208.38,,,,,,
2/27/18,1445.36,298.67,1196.91,,,,,,
2/28/18,1435.29,296.59,1188.55,,,,,,
3/1/18,1410.89,291.55,1168.35,,,,,,
3/2/18,1424.59,294.38,1179.69,,,,,,
3/5/18,1438.01,297.15,1190.8,,,,,,
3/6/18,1441.52,297.87,1193.69,,,,,,
3/7/18,1449.48,299.52,1200.29,,,,,,
3/8/18,1456.2,300.9,1205.76,,,,,,
3/9/18,1485.82,307.02,1230.29,,,,,,
3/12/18,1490.27,307.94,1233.97,,,,,,
3/13/18,1472.38,304.24,1219.09,,,,,,
3/14/18,1471.38,304.03,1218.24,,,,,,
3/15/18,1472.59,304.28,1219.2,,,,,,
3/16/18,1471.65,304.08,1218.41,,,,,,
3/19/18,1440.55,297.66,1192.67,,,,,,
3/20/18,1440.9,297.73,1192.92,,,,,,
3/21/18,1432.48,295.97,1185.8,,,,,,
3/22/18,1393.96,288.02,1153.91,,,,,,
3/23/18,1355.9,280.15,1122.4,,,,,,
3/26/18,1410.53,291.44,1167.63,,,,,,
3/27/18,1361.57,281.32,1127.09,,,,,,
3/28/18,1349.9,278.9,1117.33,,,,,,
3/29/18,1379.25,284.97,1141.62,,,,,,
4/2/18,1345,277.89,1113.28,,,,,,
4/3/18,1358.58,280.7,1124.52,,,,,,
4/4/18,1377.54,284.59,1139.88,,,,,,
4/5/18,1383.03,285.72,1144.41,,,,,,
4/6/18,1348.07,278.5,1115.44,,,,,,
4/9/18,1358.59,280.67,1124.12,,,,,,
4/10/18,1392.31,287.64,1152.03,,,,,,
4/11/18,1385.43,286.2,1146.16,,,,,,
4/12/18,1403.23,289.88,1160.89,,,,,,
4/13/18,1398.64,288.93,1157.09,,,,,,
4/16/18,1408.61,290.98,1165.22,,,,,,
4/17/18,1436.92,296.83,1188.64,,,,,,
4/18/18,1433.55,296.13,1185.86,,,,,,
4/19/18,1417.32,292.78,1172.42,,,,,,
4/20/18,1395.91,288.36,1154.71,,,,,,
4/23/18,1390.35,287.21,1150.12,,,,,,
4/24/18,1362.71,281.5,1127.26,,,,,,
4/25/18,1361.09,281.17,1125.92,,,,,,
4/26/18,1392,287.55,1151.48,,,,,,
4/27/18,1387.54,286.63,1147.79,,,,,,
4/30/18,1380.51,285.18,1141.98,,,,,,
5/1/18,1400.72,289.35,1158.7,,,,,,
5/2/18,1400.31,289.27,1158.36,,,,,,
5/3/18,1404.38,290.11,1161.72,,,,,,
5/4/18,1432.56,295.9,1184.62,,,,,,
5/7/18,1443.87,298.23,1193.98,,,,,,
5/8/18,1448.09,299.1,1197.43,,,,,,
5/9/18,1468.31,303.26,1213.88,,,,,,
5/10/18,1487.16,307.15,1229.46,,,,,,
5/11/18,1483.28,306.29,1225.49,,,,,,
5/14/18,1483.07,306.25,1225.28,,,,,,
5/15/18,1468.84,303.31,1213.52,,,,,,
5/16/18,1475.19,304.57,1218.08,,,,,,
5/17/18,1468.03,303.08,1212.09,,,,,,
5/18/18,1461.37,301.71,1206.58,,,,,,
5/21/18,1473.67,304.25,1216.7,,,,,,
5/22/18,1469.84,303.45,1213.53,,,,,,
5/23/18,1482.49,306.06,1223.92,,,,,,
5/24/18,1480.73,305.69,1222.43,,,,,,
5/25/18,1480.71,305.69,1222.42,,,,,,
5/29/18,1471.19,303.71,1214.37,,,,,,
5/30/18,1481.89,305.92,1223.17,,,,,,
5/31/18,1482.25,305.99,1223.45,,,,,,
6/1/18,1511.45,312.02,1247.55,,,,,,
6/4/18,1523.4,314.49,1257.42,,,,,,
6/5/18,1530.01,315.85,1262.82,,,,,,
6/6/18,1538.17,317.53,1269.56,,,,,,
6/7/18,1521.59,314.1,1255.77,,,,,,
6/8/18,1522.03,314.19,1256.13,,,,,,
6/11/18,1521.86,314.16,1255.99,,,,,,
6/12/18,1530.83,316,1263.31,,,,,,
6/13/18,1527.33,315.28,1260.43,,,,,,
6/14/18,1536.7,317.21,1268.1,,,,,,
6/15/18,1529.83,315.79,1262.42,,,,,,
6/18/18,1533.84,316.62,1265.73,,,,,,
6/19/18,1523.07,314.38,1256.65,,,,,,
6/20/18,1528.15,315.43,1260.84,,,,,,
6/21/18,1515.88,312.9,1250.71,,,,,,
6/22/18,1510.1,311.7,1245.94,,,,,,
6/25/18,1475.68,304.6,1217.55,,,,,,
6/26/18,1482.7,306.05,1223.34,,,,,,
6/27/18,1461.16,301.6,1205.57,,,,,,
6/28/18,1476.93,304.85,1218.54,,,,,,
6/29/18,1477.05,304.88,1218.64,,,,,,
7/2/18,1491.64,307.89,1230.67,,,,,,
7/3/18,1471.18,303.67,1213.8,,,,,,
7/5/18,1493.15,308.18,1231.58,,,,,,
7/6/18,1511.67,311.99,1246.81,,,,,,
7/9/18,1524.04,314.55,1256.99,,,,,,
7/10/18,1527.61,315.28,1259.93,,,,,,
7/11/18,1519.81,313.67,1253.51,,,,,,
7/12/18,1547.09,319.3,1276,,,,,,
7/13/18,1546.72,319.23,1275.7,,,,,,
7/16/18,1541.46,318.13,1271.25,,,,,,
7/17/18,1553.97,320.72,1281.56,,,,,,
7/18/18,1552.23,320.36,1280.13,,,,,,
7/19/18,1547.04,319.29,1275.85,,,,,,
7/20/18,1548.43,319.57,1276.99,,,,,,
7/23/18,1556.44,321.22,1283.6,,,,,,
7/24/18,1564.2,322.83,1290,,,,,,
7/25/18,1587.69,327.67,1309.37,,,,,,
7/26/18,1561.65,322.3,1287.9,,,,,,
7/27/18,1530.57,315.89,1262.27,,,,,,
7/30/18,1503.47,310.28,1239.79,,,,,,
7/31/18,1507.95,311.21,1243.45,,,,,,
8/1/18,1522.54,314.22,1255.48,,,,,,
8/2/18,1543.38,318.52,1272.67,,,,,,
8/3/18,1548.7,319.62,1277.05,,,,,,
8/6/18,1558.21,321.56,1284.6,,,,,,
8/7/18,1563.37,322.62,1288.83,,,,,,
8/8/18,1567.78,323.53,1292.47,,,,,,
8/9/18,1567.26,323.4,1291.77,,,,,,
8/10/18,1555.44,320.91,1281.29,,,,,,
8/13/18,1553.17,320.44,1279.42,,,,,,
8/14/18,1562.8,322.42,1287.33,,,,,,
8/15/18,1546.95,319.1,1273.61,,,,,,
8/16/18,1550.94,319.92,1276.82,,,,,,
8/17/18,1553.8,320.51,1279.16,,,,,,
8/20/18,1551.44,320.02,1277.2,,,,,,
8/21/18,1552.61,320.26,1278.14,,,,,,
8/22/18,1560.09,321.8,1284.25,,,,,,
8/23/18,1563,322.4,1286.61,,,,,,
8/24/18,1580.18,325.94,1300.75,,,,,,
8/27/18,1595.43,329.09,1313.3,,,,,,
8/28/18,1598.86,329.79,1316.12,,,,,,
8/29/18,1615.1,333.14,1329.47,,,,,,
8/30/18,1610.46,332.18,1325.59,,,,,,
8/31/18,1612.46,332.59,1327.21,,,,,,
9/4/18,1607.81,331.62,1323.19,,,,,,
9/5/18,1583.71,326.65,1303.36,,,,,,
9/6/18,1570.87,324,1292.79,,,,,,
9/7/18,1565.46,322.88,1288.34,,,,,,
9/10/18,1570.41,323.91,1292.41,,,,,,
9/11/18,1583.71,326.64,1303.24,,,,,,
9/12/18,1575.85,325.02,1296.77,,,,,,
9/13/18,1594.06,328.77,1311.64,,,,,,
9/14/18,1594.43,328.84,1311.93,,,,,,
9/17/18,1572.25,324.27,1293.67,,,,,,
9/18/18,1582.24,326.31,1301.71,,,,,,
9/19/18,1580.65,325.98,1300.39,,,,,,
9/20/18,1599.22,329.81,1315.67,,,,,,
9/21/18,1593.74,328.68,1311.17,,,,,,
9/24/18,1598.75,329.72,1315.29,,,,,,
9/25/18,1598.05,329.57,1314.71,,,,,,
9/26/18,1591.56,328.23,1309.37,,,,,,
9/27/18,1600.15,330,1316.38,,,,,,
9/28/18,1607.06,331.43,1322.07,,,,,,
10/1/18,1614.93,333.05,1328.55,,,,,,
10/2/18,1614.76,333.02,1328.41,,,,,,
10/3/18,1620.19,334.13,1332.87,,,,,,
10/4/18,1591.77,328.24,1309.08,,,,,,
10/5/18,1571.69,324.1,1292.51,,,,,,
10/8/18,1553.14,320.27,1277.25,,,,,,
10/9/18,1558.69,321.41,1281.78,,,,,,
10/10/18,1484.31,306.08,1220.62,,,,,,
10/11/18,1465.49,302.2,1205.14,,,,,,
10/12/18,1511.67,311.72,1243.12,,,,,,
10/15/18,1487.09,306.64,1222.77,,,,,,
10/16/18,1532.06,315.91,1259.74,,,,,,
10/17/18,1525.11,314.46,1253.79,,,,,,
10/18/18,1494.34,308.12,1228.5,,,,,,
10/19/18,1494.5,308.15,1228.63,,,,,,
10/22/18,1506.61,310.65,1238.58,,,,,,
10/23/18,1500.57,309.4,1233.61,,,,,,
10/24/18,1434.1,295.7,1178.97,,,,,,
10/25/18,1481.75,305.52,1218.14,,,,,,
10/26/18,1454.02,299.8,1195.35,,,,,,
10/29/18,1427.72,294.38,1173.73,,,,,,
10/30/18,1444.45,297.82,1187.29,,,,,,
10/31/18,1479.04,304.94,1215.67,,,,,,
11/1/18,1496.8,308.6,1230.27,,,,,,
11/2/18,1468.48,302.77,1206.99,,,,,,
11/5/18,1465.84,302.22,1204.82,,,,,,
11/6/18,1475.24,304.13,1212.2,,,,,,
11/7/18,1517.66,312.88,1247.05,,,,,,
11/8/18,1516.12,312.47,1244.57,,,,,,
11/9/18,1491.03,307.3,1223.95,,,,,,
11/12/18,1438.24,296.42,1180.61,,,,,,
11/13/18,1439.54,296.68,1181.67,,,,,,
11/14/18,1422.08,293.02,1166.44,,,,,,
11/15/18,1457.22,300.25,1195.08,,,,,,
11/16/18,1455.65,299.92,1193.78,,,,,,
11/19/18,1400.58,288.57,1148.59,,,,,,
11/20/18,1370.65,282.4,1124.02,,,,,,
11/21/18,1379.32,284.18,1131.03,,,,,,
11/23/18,1367.31,281.71,1121.19,,,,,,
11/26/18,1398.11,288.05,1146.43,,,,,,
11/27/18,1401.49,288.75,1149.2,,,,,,
11/28/18,1449.73,298.69,1188.71,,,,,,
11/29/18,1435.93,295.84,1177.37,,,,,,
11/30/18,1451.2,298.99,1189.88,,,,,,
12/3/18,1481.87,305.3,1215.03,,,,,,
12/4/18,1424.83,293.55,1168.19,,,,,,
12/6/18,1428.36,294.26,1170.88,,,,,,
12/7/18,1377.99,283.88,1129.59,,,,,,
12/10/18,1397.7,287.94,1145.75,,,,,,
12/11/18,1398.99,288.2,1146.76,,,,,,
12/12/18,1410.14,290.5,1155.84,,,,,,
12/13/18,1413.08,291.09,1158.09,,,,,,
12/14/18,1378.06,283.87,1129.35,,,,,,
12/17/18,1347.56,277.59,1104.35,,,,,,
12/18/18,1359.59,280.04,1113.88,,,,,,
12/19/18,1333.22,274.61,1092.27,,,,,,
12/20/18,1308.1,269.44,1071.69,,,,,,
